Объект	Шаг	Дата	Дней	"Дебит нефти, ст.м3/сут"	"Приёмистость воды, ст.м3/сут"	"Обводнённость, доля"	"Забойное давление, Бара"	"WBP9, Бара"
I6	118	20.03.2018	3365.0000	+0.00000000e+00	+6.36000000e+02	+0.00000000e+00	+1.79234114e+02	+1.73822133e+02
I6	119	20.04.2018	3396.0000	+0.00000000e+00	+6.36000000e+02	+0.00000000e+00	+1.79873996e+02	+1.74462146e+02
I6	120	20.05.2018	3426.0000	+0.00000000e+00	+6.36000000e+02	+0.00000000e+00	+1.80488459e+02	+1.75076736e+02
I6	121	20.06.2018	3457.0000	+0.00000000e+00	+6.36000000e+02	+0.00000000e+00	+1.81118776e+02	+1.75707195e+02
I6	122	20.07.2018	3487.0000	+0.00000000e+00	+6.36000000e+02	+0.00000000e+00	+1.81757536e+02	+1.76346106e+02
I6	123	20.08.2018	3518.0000	+0.00000000e+00	+6.36000000e+02	+0.00000000e+00	+1.82409935e+02	+1.76998654e+02
I6	124	19.09.2018	3548.0000	+0.00000000e+00	+6.36000000e+02	+0.00000000e+00	+1.83021681e+02	+1.77610538e+02
I6	125	19.10.2018	3578.0000	+0.00000000e+00	+6.36000000e+02	+0.00000000e+00	+1.83623702e+02	+1.78212701e+02
I6	126	19.11.2018	3609.0000	+0.00000000e+00	+6.36000000e+02	+0.00000000e+00	+1.84259743e+02	+1.78848895e+02
I6	127	19.12.2018	3639.0000	+0.00000000e+00	+6.36000000e+02	+0.00000000e+00	+1.84863041e+02	+1.79452340e+02
Объект	Шаг	Дата	Дней	"Дебит нефти, ст.м3/сут"	"Приёмистость воды, ст.м3/сут"	"Обводнённость, доля"	"Забойное давление, Бара"	"WBP9, Бара"
I7	2	02.01.2009	1.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.71857747e+02
I7	3	03.01.2009	2.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.71857747e+02
I7	4	08.01.2009	7.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.71857747e+02
I7	5	16.01.2009	15.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.71857747e+02
I7	6	31.01.2009	30.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.71857747e+02
I7	7	01.03.2009	59.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.71857747e+02
I7	8	01.04.2009	90.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.71857747e+02
I7	9	30.04.2009	119.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.71857747e+02
I7	10	30.05.2009	149.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.71661286e+02
I7	11	30.06.2009	180.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.71235799e+02
I7	12	29.07.2009	209.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.70505354e+02
I7	13	29.08.2009	240.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.69699435e+02
I7	14	28.09.2009	270.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.68984409e+02
I7	15	27.10.2009	299.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.68215895e+02
I7	16	27.11.2009	330.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.67290969e+02
I7	17	26.12.2009	359.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.66303116e+02
I7	18	26.01.2010	390.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.65080676e+02
I7	19	25.02.2010	420.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.63775954e+02
I7	20	26.03.2010	449.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.62297148e+02
I7	21	26.04.2010	480.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.60564084e+02
I7	22	25.05.2010	509.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.58862487e+02
I7	23	24.06.2010	539.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.57041771e+02
I7	24	25.07.2010	570.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.55107666e+02
I7	25	30.07.2010	575.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.54792096e+02
I7	26	09.08.2010	585.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.54153178e+02
I7	27	23.08.2010	599.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.53252220e+02
I7	28	23.09.2010	630.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.51179084e+02
I7	29	23.10.2010	660.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.49292015e+02
I7	30	21.11.2010	689.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.47720189e+02
I7	31	22.12.2010	720.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.46385223e+02
I7	32	20.01.2011	749.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.45551730e+02
I7	33	20.02.2011	780.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.45224418e+02
I7	34	22.03.2011	810.0000	+0.00000000e+00	+6.36000000e+02	+0.00000000e+00	+1.50263368e+02	+1.45146813e+02
I7	35	20.04.2011	839.0000	+0.00000000e+00	+6.36000000e+02	+0.00000000e+00	+1.50623033e+02	+1.45503877e+02
I7	36	21.05.2011	870.0000	+0.00000000e+00	+6.36000000e+02	+0.00000000e+00	+1.51213456e+02	+1.46093952e+02
I7	37	20.06.2011	900.0000	+0.00000000e+00	+6.36000000e+02	+0.00000000e+00	+1.51697964e+02	+1.46578354e+02
I7	38	20.07.2011	930.0000	+0.00000000e+00	+6.36000000e+02	+0.00000000e+00	+1.52127133e+02	+1.47007473e+02
I7	39	20.08.2011	961.0000	+0.00000000e+00	+6.36000000e+02	+0.00000000e+00	+1.52518644e+02	+1.47398977e+02
I7	40	19.09.2011	991.0000	+0.00000000e+00	+6.36000000e+02	+0.00000000e+00	+1.52877647e+02	+1.47758006e+02
I7	41	20.10.2011	1022.0000	+0.00000000e+00	+6.36000000e+02	+0.00000000e+00	+1.53236250e+02	+1.48116642e+02
I7	42	19.11.2011	1052.0000	+0.00000000e+00	+6.36000000e+02	+0.00000000e+00	+1.53578037e+02	+1.48458476e+02
I7	43	20.12.2011	1083.0000	+0.00000000e+00	+6.36000000e+02	+0.00000000e+00	+1.53916874e+02	+1.48797357e+02
I7	44	19.01.2012	1113.0000	+0.00000000e+00	+6.36000000e+02	+0.00000000e+00	+1.54225508e+02	+1.49106033e+02
I7	45	18.02.2012	1143.0000	+0.00000000e+00	+6.36000000e+02	+0.00000000e+00	+1.54529200e+02	+1.49409806e+02
I7	46	20.03.2012	1174.0000	+0.00000000e+00	+6.36000000e+02	+0.00000000e+00	+1.54858617e+02	+1.49739269e+02
I7	47	19.04.2012	1204.0000	+0.00000000e+00	+6.36000000e+02	+0.00000000e+00	+1.55168026e+02	+1.50048744e+02
I7	48	20.05.2012	1235.0000	+0.00000000e+00	+6.36000000e+02	+0.00000000e+00	+1.55479034e+02	+1.50359868e+02
I7	49	19.06.2012	1265.0000	+0.00000000e+00	+6.36000000e+02	+0.00000000e+00	+1.55777014e+02	+1.50657863e+02
I7	50	20.07.2012	1296.0000	+0.00000000e+00	+6.36000000e+02	+0.00000000e+00	+1.56072503e+02	+1.50953436e+02
I7	51	19.08.2012	1326.0000	+0.00000000e+00	+6.36000000e+02	+0.00000000e+00	+1.56385889e+02	+1.51266897e+02
I7	52	18.09.2012	1356.0000	+0.00000000e+00	+6.36000000e+02	+0.00000000e+00	+1.56707650e+02	+1.51588716e+02
I7	53	19.10.2012	1387.0000	+0.00000000e+00	+6.36000000e+02	+0.00000000e+00	+1.57019303e+02	+1.51900457e+02
I7	54	18.11.2012	1417.0000	+0.00000000e+00	+6.36000000e+02	+0.00000000e+00	+1.57317059e+02	+1.52198289e+02
I7	55	19.12.2012	1448.0000	+0.00000000e+00	+6.36000000e+02	+0.00000000e+00	+1.57624202e+02	+1.52505493e+02
I7	56	18.01.2013	1478.0000	+0.00000000e+00	+6.36000000e+02	+0.00000000e+00	+1.57933347e+02	+1.52814696e+02
I7	57	18.02.2013	1509.0000	+0.00000000e+00	+6.36000000e+02	+0.00000000e+00	+1.58217967e+02	+1.53099414e+02
I7	58	20.03.2013	1539.0000	+0.00000000e+00	+6.36000000e+02	+0.00000000e+00	+1.58521656e+02	+1.53403146e+02
I7	59	20.04.2013	1570.0000	+0.00000000e+00	+6.36000000e+02	+0.00000000e+00	+1.58835962e+02	+1.53717509e+02
I7	60	20.05.2013	1600.0000	+0.00000000e+00	+6.36000000e+02	+0.00000000e+00	+1.59143276e+02	+1.54024940e+02
I7	61	19.06.2013	1630.0000	+0.00000000e+00	+6.36000000e+02	+0.00000000e+00	+1.59431786e+02	+1.54313492e+02
I7	62	20.07.2013	1661.0000	+0.00000000e+00	+6.36000000e+02	+0.00000000e+00	+1.59751418e+02	+1.54633213e+02
I7	63	19.08.2013	1691.0000	+0.00000000e+00	+6.36000000e+02	+0.00000000e+00	+1.60057251e+02	+1.54939125e+02
I7	64	19.09.2013	1722.0000	+0.00000000e+00	+6.36000000e+02	+0.00000000e+00	+1.60380922e+02	+1.55262859e+02
I7	65	19.10.2013	1752.0000	+0.00000000e+00	+6.36000000e+02	+0.00000000e+00	+1.60690370e+02	+1.55572369e+02
I7	66	19.11.2013	1783.0000	+0.00000000e+00	+6.36000000e+02	+0.00000000e+00	+1.61001520e+02	+1.55883589e+02
I7	67	19.12.2013	1813.0000	+0.00000000e+00	+6.36000000e+02	+0.00000000e+00	+1.61315259e+02	+1.56197396e+02
I7	68	19.01.2014	1844.0000	+0.00000000e+00	+6.36000000e+02	+0.00000000e+00	+1.61593336e+02	+1.56475566e+02
I7	69	18.02.2014	1874.0000	+0.00000000e+00	+6.36000000e+02	+0.00000000e+00	+1.61873094e+02	+1.56755382e+02
I7	70	20.03.2014	1904.0000	+0.00000000e+00	+6.36000000e+02	+0.00000000e+00	+1.62180924e+02	+1.57063267e+02
I7	71	20.04.2014	1935.0000	+0.00000000e+00	+6.36000000e+02	+0.00000000e+00	+1.62503268e+02	+1.57385669e+02
I7	72	20.05.2014	1965.0000	+0.00000000e+00	+6.36000000e+02	+0.00000000e+00	+1.62789846e+02	+1.57672320e+02
I7	73	20.06.2014	1996.0000	+0.00000000e+00	+6.36000000e+02	+0.00000000e+00	+1.63091381e+02	+1.57973962e+02
I7	74	20.07.2014	2026.0000	+0.00000000e+00	+6.36000000e+02	+0.00000000e+00	+1.63378376e+02	+1.58261036e+02
I7	75	20.08.2014	2057.0000	+0.00000000e+00	+6.36000000e+02	+0.00000000e+00	+1.63684279e+02	+1.58566993e+02
I7	76	19.09.2014	2087.0000	+0.00000000e+00	+6.36000000e+02	+0.00000000e+00	+1.63968882e+02	+1.58851700e+02
I7	77	19.10.2014	2117.0000	+0.00000000e+00	+6.36000000e+02	+0.00000000e+00	+1.64274334e+02	+1.59157187e+02
I7	78	19.11.2014	2148.0000	+0.00000000e+00	+6.36000000e+02	+0.00000000e+00	+1.64594832e+02	+1.59477750e+02
I7	79	19.12.2014	2178.0000	+0.00000000e+00	+6.36000000e+02	+0.00000000e+00	+1.64895481e+02	+1.59778485e+02
I7	80	19.01.2015	2209.0000	+0.00000000e+00	+6.36000000e+02	+0.00000000e+00	+1.65209331e+02	+1.60092404e+02
I7	81	18.02.2015	2239.0000	+0.00000000e+00	+6.36000000e+02	+0.00000000e+00	+1.65522010e+02	+1.60405136e+02
I7	82	21.03.2015	2270.0000	+0.00000000e+00	+6.36000000e+02	+0.00000000e+00	+1.65835717e+02	+1.60718935e+02
I7	83	20.04.2015	2300.0000	+0.00000000e+00	+6.36000000e+02	+0.00000000e+00	+1.66144715e+02	+1.61028006e+02
I7	84	21.05.2015	2331.0000	+0.00000000e+00	+6.36000000e+02	+0.00000000e+00	+1.66457186e+02	+1.61340547e+02
I7	85	20.06.2015	2361.0000	+0.00000000e+00	+6.36000000e+02	+0.00000000e+00	+1.66753329e+02	+1.61636765e+02
I7	86	20.07.2015	2391.0000	+0.00000000e+00	+6.36000000e+02	+0.00000000e+00	+1.67045450e+02	+1.61928949e+02
I7	87	20.08.2015	2422.0000	+0.00000000e+00	+6.36000000e+02	+0.00000000e+00	+1.67352922e+02	+1.62236488e+02
I7	88	19.09.2015	2452.0000	+0.00000000e+00	+6.36000000e+02	+0.00000000e+00	+1.67663689e+02	+1.62547279e+02
I7	89	20.10.2015	2483.0000	+0.00000000e+00	+6.36000000e+02	+0.00000000e+00	+1.67939324e+02	+1.62823074e+02
I7	90	19.11.2015	2513.0000	+0.00000000e+00	+6.36000000e+02	+0.00000000e+00	+1.68237151e+02	+1.63120961e+02
I7	91	20.12.2015	2544.0000	+0.00000000e+00	+6.36000000e+02	+0.00000000e+00	+1.68548672e+02	+1.63432507e+02
I7	92	19.01.2016	2574.0000	+0.00000000e+00	+6.36000000e+02	+0.00000000e+00	+1.68858918e+02	+1.63742813e+02
I7	93	18.02.2016	2604.0000	+0.00000000e+00	+6.36000000e+02	+0.00000000e+00	+1.69166145e+02	+1.64050110e+02
I7	94	20.03.2016	2635.0000	+0.00000000e+00	+6.36000000e+02	+0.00000000e+00	+1.69456144e+02	+1.64340211e+02
I7	95	19.04.2016	2665.0000	+0.00000000e+00	+6.36000000e+02	+0.00000000e+00	+1.69764373e+02	+1.64648473e+02
I7	96	20.05.2016	2696.0000	+0.00000000e+00	+6.36000000e+02	+0.00000000e+00	+1.70062087e+02	+1.64946276e+02
I7	97	19.06.2016	2726.0000	+0.00000000e+00	+6.36000000e+02	+0.00000000e+00	+1.70360131e+02	+1.65244371e+02
I7	98	20.07.2016	2757.0000	+0.00000000e+00	+6.36000000e+02	+0.00000000e+00	+1.70661649e+02	+1.65545999e+02
I7	99	19.08.2016	2787.0000	+0.00000000e+00	+6.36000000e+02	+0.00000000e+00	+1.70950947e+02	+1.65835353e+02
I7	100	18.09.2016	2817.0000	+0.00000000e+00	+6.36000000e+02	+0.00000000e+00	+1.71248938e+02	+1.66133414e+02
I7	101	19.10.2016	2848.0000	+0.00000000e+00	+6.36000000e+02	+0.00000000e+00	+1.71552279e+02	+1.66436828e+02
I7	102	18.11.2016	2878.0000	+0.00000000e+00	+6.36000000e+02	+0.00000000e+00	+1.71868391e+02	+1.66753017e+02
I7	103	19.12.2016	2909.0000	+0.00000000e+00	+6.36000000e+02	+0.00000000e+00	+1.72203915e+02	+1.67088582e+02
I7	104	18.01.2017	2939.0000	+0.00000000e+00	+6.36000000e+02	+0.00000000e+00	+1.72482832e+02	+1.67367620e+02
I7	105	18.02.2017	2970.0000	+0.00000000e+00	+6.36000000e+02	+0.00000000e+00	+1.72800283e+02	+1.67685126e+02
I7	106	20.03.2017	3000.0000	+0.00000000e+00	+6.36000000e+02	+0.00000000e+00	+1.73105458e+02	+1.67990389e+02
I7	107	20.04.2017	3031.0000	+0.00000000e+00	+6.36000000e+02	+0.00000000e+00	+1.73402085e+02	+1.68287044e+02
I7	108	20.05.2017	3061.0000	+0.00000000e+00	+6.36000000e+02	+0.00000000e+00	+1.73705441e+02	+1.68590462e+02
I7	109	19.06.2017	3091.0000	+0.00000000e+00	+6.36000000e+02	+0.00000000e+00	+1.74010413e+02	+1.68895510e+02
I7	110	20.07.2017	3122.0000	+0.00000000e+00	+6.36000000e+02	+0.00000000e+00	+1.74576718e+02	+1.69462195e+02
I7	111	19.08.2017	3152.0000	+0.00000000e+00	+6.36000000e+02	+0.00000000e+00	+1.75033894e+02	+1.69919515e+02
I7	112	19.09.2017	3183.0000	+0.00000000e+00	+6.36000000e+02	+0.00000000e+00	+1.75508010e+02	+1.70393753e+02
I7	113	19.10.2017	3213.0000	+0.00000000e+00	+6.36000000e+02	+0.00000000e+00	+1.75961520e+02	+1.70847361e+02
I7	114	19.11.2017	3244.0000	+0.00000000e+00	+6.36000000e+02	+0.00000000e+00	+1.76444375e+02	+1.71330304e+02
I7	115	19.12.2017	3274.0000	+0.00000000e+00	+6.36000000e+02	+0.00000000e+00	+1.76893164e+02	+1.71779203e+02
I7	116	19.01.2018	3305.0000	+0.00000000e+00	+6.36000000e+02	+0.00000000e+00	+1.77348081e+02	+1.72234274e+02
I7	117	18.02.2018	3335.0000	+0.00000000e+00	+6.36000000e+02	+0.00000000e+00	+1.77814813e+02	+1.72701099e+02
I7	118	20.03.2018	3365.0000	+0.00000000e+00	+6.36000000e+02	+0.00000000e+00	+1.78453527e+02	+1.73339799e+02
I7	119	20.04.2018	3396.0000	+0.00000000e+00	+6.36000000e+02	+0.00000000e+00	+1.79121009e+02	+1.74007352e+02
I7	120	20.05.2018	3426.0000	+0.00000000e+00	+6.36000000e+02	+0.00000000e+00	+1.79750416e+02	+1.74636857e+02
I7	121	20.06.2018	3457.0000	+0.00000000e+00	+6.36000000e+02	+0.00000000e+00	+1.80388169e+02	+1.75274736e+02
I7	122	20.07.2018	3487.0000	+0.00000000e+00	+6.36000000e+02	+0.00000000e+00	+1.81031636e+02	+1.75918322e+02
I7	123	20.08.2018	3518.0000	+0.00000000e+00	+6.36000000e+02	+0.00000000e+00	+1.81690778e+02	+1.76577598e+02
I7	124	19.09.2018	3548.0000	+0.00000000e+00	+6.36000000e+02	+0.00000000e+00	+1.82302326e+02	+1.77189287e+02
I7	125	19.10.2018	3578.0000	+0.00000000e+00	+6.36000000e+02	+0.00000000e+00	+1.82902251e+02	+1.77789370e+02
I7	126	19.11.2018	3609.0000	+0.00000000e+00	+6.36000000e+02	+0.00000000e+00	+1.83540343e+02	+1.78427596e+02
I7	127	19.12.2018	3639.0000	+0.00000000e+00	+6.36000000e+02	+0.00000000e+00	+1.84138418e+02	+1.79025828e+02
Объект	Шаг	Дата	Дней	"Дебит нефти, ст.м3/сут"	"Приёмистость воды, ст.м3/сут"	"Обводнённость, доля"	"Забойное давление, Бара"	"WBP9, Бара"
I8	2	02.01.2009	1.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.72752371e+02
I8	3	03.01.2009	2.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.72752371e+02
I8	4	08.01.2009	7.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.72752371e+02
I8	5	16.01.2009	15.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.72752371e+02
I8	6	31.01.2009	30.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.72752371e+02
I8	7	01.03.2009	59.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.72752371e+02
I8	8	01.04.2009	90.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.72752371e+02
I8	9	30.04.2009	119.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.72752371e+02
I8	10	30.05.2009	149.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.72462532e+02
I8	11	30.06.2009	180.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.71956293e+02
I8	12	29.07.2009	209.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.71326243e+02
I8	13	29.08.2009	240.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.70606821e+02
I8	14	28.09.2009	270.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.69911389e+02
I8	15	27.10.2009	299.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.69185462e+02
I8	16	27.11.2009	330.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.68296260e+02
I8	17	26.12.2009	359.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.67340539e+02
I8	18	26.01.2010	390.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.66165357e+02
I8	19	25.02.2010	420.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.64905185e+02
I8	20	26.03.2010	449.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.63380144e+02
I8	21	26.04.2010	480.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.61651741e+02
I8	22	25.05.2010	509.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.59982416e+02
I8	23	24.06.2010	539.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.58187665e+02
I8	24	25.07.2010	570.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.56268251e+02
I8	25	30.07.2010	575.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.55960957e+02
I8	26	09.08.2010	585.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.55334850e+02
I8	27	23.08.2010	599.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.54443976e+02
I8	28	23.09.2010	630.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.52402480e+02
I8	29	23.10.2010	660.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.50512995e+02
I8	30	21.11.2010	689.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.48881471e+02
I8	31	22.12.2010	720.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.47471662e+02
I8	32	20.01.2011	749.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.46519326e+02
I8	33	20.02.2011	780.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.45947690e+02
I8	34	22.03.2011	810.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.45932861e+02
I8	35	20.04.2011	839.0000	+0.00000000e+00	+6.36000000e+02	+0.00000000e+00	+1.56663481e+02	+1.47004213e+02
I8	36	21.05.2011	870.0000	+0.00000000e+00	+6.36000000e+02	+0.00000000e+00	+1.57481732e+02	+1.47822021e+02
I8	37	20.06.2011	900.0000	+0.00000000e+00	+6.36000000e+02	+0.00000000e+00	+1.58050935e+02	+1.48391274e+02
I8	38	20.07.2011	930.0000	+0.00000000e+00	+6.36000000e+02	+0.00000000e+00	+1.58517320e+02	+1.48857771e+02
I8	39	20.08.2011	961.0000	+0.00000000e+00	+6.36000000e+02	+0.00000000e+00	+1.58930237e+02	+1.49270842e+02
I8	40	19.09.2011	991.0000	+0.00000000e+00	+6.36000000e+02	+0.00000000e+00	+1.59305413e+02	+1.49646146e+02
I8	41	20.10.2011	1022.0000	+0.00000000e+00	+6.36000000e+02	+0.00000000e+00	+1.59678960e+02	+1.50019895e+02
I8	42	19.11.2011	1052.0000	+0.00000000e+00	+6.36000000e+02	+0.00000000e+00	+1.60020672e+02	+1.50361699e+02
I8	43	20.12.2011	1083.0000	+0.00000000e+00	+6.36000000e+02	+0.00000000e+00	+1.60363322e+02	+1.50704502e+02
I8	44	19.01.2012	1113.0000	+0.00000000e+00	+6.36000000e+02	+0.00000000e+00	+1.60681279e+02	+1.51022630e+02
I8	45	18.02.2012	1143.0000	+0.00000000e+00	+6.36000000e+02	+0.00000000e+00	+1.60982716e+02	+1.51324151e+02
I8	46	20.03.2012	1174.0000	+0.00000000e+00	+6.36000000e+02	+0.00000000e+00	+1.61316678e+02	+1.51658276e+02
I8	47	19.04.2012	1204.0000	+0.00000000e+00	+6.36000000e+02	+0.00000000e+00	+1.61628685e+02	+1.51970409e+02
I8	48	20.05.2012	1235.0000	+0.00000000e+00	+6.36000000e+02	+0.00000000e+00	+1.61944816e+02	+1.52286680e+02
I8	49	19.06.2012	1265.0000	+0.00000000e+00	+6.36000000e+02	+0.00000000e+00	+1.62242992e+02	+1.52584964e+02
I8	50	20.07.2012	1296.0000	+0.00000000e+00	+6.36000000e+02	+0.00000000e+00	+1.62545382e+02	+1.52887506e+02
I8	51	19.08.2012	1326.0000	+0.00000000e+00	+6.36000000e+02	+0.00000000e+00	+1.62855164e+02	+1.53197400e+02
I8	52	18.09.2012	1356.0000	+0.00000000e+00	+6.36000000e+02	+0.00000000e+00	+1.63174850e+02	+1.53517268e+02
I8	53	19.10.2012	1387.0000	+0.00000000e+00	+6.36000000e+02	+0.00000000e+00	+1.63482614e+02	+1.53825130e+02
I8	54	18.11.2012	1417.0000	+0.00000000e+00	+6.36000000e+02	+0.00000000e+00	+1.63782797e+02	+1.54125490e+02
I8	55	19.12.2012	1448.0000	+0.00000000e+00	+6.36000000e+02	+0.00000000e+00	+1.64089437e+02	+1.54432225e+02
I8	56	18.01.2013	1478.0000	+0.00000000e+00	+6.36000000e+02	+0.00000000e+00	+1.64397261e+02	+1.54740220e+02
I8	57	18.02.2013	1509.0000	+0.00000000e+00	+6.36000000e+02	+0.00000000e+00	+1.64684926e+02	+1.55027970e+02
I8	58	20.03.2013	1539.0000	+0.00000000e+00	+6.36000000e+02	+0.00000000e+00	+1.64990663e+02	+1.55333851e+02
I8	59	20.04.2013	1570.0000	+0.00000000e+00	+6.36000000e+02	+0.00000000e+00	+1.65304447e+02	+1.55647790e+02
I8	60	20.05.2013	1600.0000	+0.00000000e+00	+6.36000000e+02	+0.00000000e+00	+1.65606640e+02	+1.55950088e+02
I8	61	19.06.2013	1630.0000	+0.00000000e+00	+6.36000000e+02	+0.00000000e+00	+1.65903922e+02	+1.56247503e+02
I8	62	20.07.2013	1661.0000	+0.00000000e+00	+6.36000000e+02	+0.00000000e+00	+1.66220152e+02	+1.56563860e+02
I8	63	19.08.2013	1691.0000	+0.00000000e+00	+6.36000000e+02	+0.00000000e+00	+1.66528017e+02	+1.56871873e+02
I8	64	19.09.2013	1722.0000	+0.00000000e+00	+6.36000000e+02	+0.00000000e+00	+1.66853081e+02	+1.57197050e+02
I8	65	19.10.2013	1752.0000	+0.00000000e+00	+6.36000000e+02	+0.00000000e+00	+1.67171055e+02	+1.57515189e+02
I8	66	19.11.2013	1783.0000	+0.00000000e+00	+6.36000000e+02	+0.00000000e+00	+1.67481273e+02	+1.57825525e+02
I8	67	19.12.2013	1813.0000	+0.00000000e+00	+6.36000000e+02	+0.00000000e+00	+1.67787471e+02	+1.58131868e+02
