Объект	Шаг	Дата	Дней	"Дебит нефти, ст.м3/сут"	"Дебит воды, ст.м3/сут"	"Приёмистость воды, ст.м3/сут"	"Забойное давление (И), Бара"	"WBP9, Бара"
P1	59	20.04.2013	1570.0000	+3.14500124e+02	+2.86234811e-04	+0.00000000e+00	+9.12493907e+01	+8.25794257e+01
P1	60	20.05.2013	1600.0000	+3.17645142e+02	+2.88462206e-04	+0.00000000e+00	+9.06860888e+01	+8.28579255e+01
P1	61	19.06.2013	1630.0000	+3.19562681e+02	+2.89400054e-04	+0.00000000e+00	+8.94395162e+01	+8.31724762e+01
P1	62	20.07.2013	1661.0000	+3.18735882e+02	+2.87808080e-04	+0.00000000e+00	+8.95877535e+01	+8.35150228e+01
P1	63	19.08.2013	1691.0000	+3.17961554e+02	+2.86255567e-04	+0.00000000e+00	+8.98773335e+01	+8.38608131e+01
P1	64	19.09.2013	1722.0000	+3.20096923e+02	+2.87156379e-04	+0.00000000e+00	+9.06916046e+01	+8.42514228e+01
P1	65	19.10.2013	1752.0000	+3.04588079e+02	+2.71338162e-04	+0.00000000e+00	+9.03289402e+01	+8.48846187e+01
P1	66	19.11.2013	1783.0000	+3.15306259e+02	+2.80965108e-04	+0.00000000e+00	+9.04957934e+01	+8.51092566e+01
P1	67	19.12.2013	1813.0000	+3.15078890e+02	+2.79900170e-04	+0.00000000e+00	+9.04240879e+01	+8.54478775e+01
P1	68	19.01.2014	1844.0000	+3.14339542e+02	+2.78237491e-04	+0.00000000e+00	+9.09653266e+01	+8.58398386e+01
P1	69	18.02.2014	1874.0000	+3.15633801e+02	+2.78690864e-04	+0.00000000e+00	+9.01786345e+01	+8.61672744e+01
P1	70	20.03.2014	1904.0000	+3.23466135e+02	+2.85336505e-04	+0.00000000e+00	+9.07826154e+01	+8.63771056e+01
P1	71	20.04.2014	1935.0000	+3.21896807e+02	+2.82672105e-04	+0.00000000e+00	+9.02131083e+01	+8.67942384e+01
P1	72	20.05.2014	1965.0000	+3.25425015e+02	+2.85289637e-04	+0.00000000e+00	+9.10997744e+01	+8.70683855e+01
P1	73	20.06.2014	1996.0000	+3.16188715e+02	+2.75272333e-04	+0.00000000e+00	+9.05082040e+01	+8.76654514e+01
P1	74	20.07.2014	2026.0000	+3.12561929e+02	+2.71168177e-04	+0.00000000e+00	+9.11549325e+01	+8.81131132e+01
P1	75	20.08.2014	2057.0000	+3.18481494e+02	+2.75805264e-04	+0.00000000e+00	+9.03296297e+01	+8.84262398e+01
P1	76	19.09.2014	2087.0000	+3.17095016e+02	+2.73655890e-04	+0.00000000e+00	+9.07129784e+01	+8.88047740e+01
P1	77	19.10.2014	2117.0000	+3.22014473e+02	+2.77345544e-04	+0.00000000e+00	+9.06247254e+01	+8.90949402e+01
P1	78	19.11.2014	2148.0000	+3.20898295e+02	+2.75324651e-04	+0.00000000e+00	+9.17720135e+01	+8.94906914e+01
P1	79	19.12.2014	2178.0000	+3.19904547e+02	+2.73493141e-04	+0.00000000e+00	+9.09549844e+01	+8.98830056e+01
P1	80	19.01.2015	2209.0000	+3.18638909e+02	+2.71298703e-04	+0.00000000e+00	+9.17561556e+01	+9.03187482e+01
P1	81	18.02.2015	2239.0000	+3.22254567e+02	+2.73442860e-04	+0.00000000e+00	+9.06654045e+01	+9.07122884e+01
P1	82	21.03.2015	2270.0000	+3.20567579e+02	+2.70943572e-04	+0.00000000e+00	+9.13259225e+01	+9.11478387e+01
P1	83	20.04.2015	2300.0000	+3.08833391e+02	+2.59102092e-04	+0.00000000e+00	+9.08963790e+01	+9.17989293e+01
P1	84	21.05.2015	2331.0000	+3.17624494e+02	+2.66076878e-04	+0.00000000e+00	+9.17513292e+01	+9.21439646e+01
P1	85	20.06.2015	2361.0000	+3.18646864e+02	+2.66181437e-04	+0.00000000e+00	+9.12280169e+01	+9.24976614e+01
P1	86	20.07.2015	2391.0000	+3.19847314e+02	+2.66400906e-04	+0.00000000e+00	+9.15058758e+01	+9.28442532e+01
P1	87	20.08.2015	2422.0000	+3.10463143e+02	+2.56608140e-04	+0.00000000e+00	+9.20981357e+01	+9.34895241e+01
P1	88	19.09.2015	2452.0000	+3.14662331e+02	+2.59417315e-04	+0.00000000e+00	+9.19223193e+01	+9.38811809e+01
P1	89	20.10.2015	2483.0000	+3.20979396e+02	+2.63737304e-04	+0.00000000e+00	+9.18506138e+01	+9.42777983e+01
P1	90	19.11.2015	2513.0000	+3.15697422e+02	+2.58064954e-04	+0.00000000e+00	+9.16403236e+01	+9.47805263e+01
P1	91	20.12.2015	2544.0000	+3.21039818e+02	+2.61818636e-04	+0.00000000e+00	+9.23139416e+01	+9.51316221e+01
P1	92	19.01.2016	2574.0000	+3.16018604e+02	+2.56271125e-04	+0.00000000e+00	+9.27421062e+01	+9.56474417e+01
P1	93	18.02.2016	2604.0000	+3.21618580e+02	+2.60095346e-04	+0.00000000e+00	+9.31289023e+01	+9.60188708e+01
P1	94	20.03.2016	2635.0000	+3.17382825e+02	+2.55333133e-04	+0.00000000e+00	+9.09667055e+01	+9.65248490e+01
P1	95	19.04.2016	2665.0000	+3.19998373e+02	+2.56737459e-04	+0.00000000e+00	+9.19078403e+01	+9.68892534e+01
P1	96	20.05.2016	2696.0000	+3.23520221e+02	+2.58542950e-04	+0.00000000e+00	+9.27496905e+01	+9.73028078e+01
P1	97	19.06.2016	2726.0000	+3.10485414e+02	+2.45907659e-04	+0.00000000e+00	+9.24711422e+01	+9.80290552e+01
P1	98	20.07.2016	2757.0000	+3.16532180e+02	+2.50202585e-04	+0.00000000e+00	+9.25607741e+01	+9.84184037e+01
P1	99	19.08.2016	2787.0000	+3.20658227e+02	+2.52722628e-04	+0.00000000e+00	+9.29634280e+01	+9.87808957e+01
P1	100	18.09.2016	2817.0000	+3.27293293e+02	+2.57451883e-04	+0.00000000e+00	+9.17775293e+01	+9.90603692e+01
P1	101	19.10.2016	2848.0000	+3.23472527e+02	+2.52889568e-04	+0.00000000e+00	+9.31447602e+01	+9.95811051e+01
P1	102	18.11.2016	2878.0000	+3.20613711e+02	+2.49028122e-04	+0.00000000e+00	+9.31054601e+01	+1.00167375e+02
P1	103	19.12.2016	2909.0000	+3.21518421e+02	+2.48897403e-04	+0.00000000e+00	+9.36694515e+01	+1.00606261e+02
P1	104	18.01.2017	2939.0000	+3.22512171e+02	+2.48574423e-04	+0.00000000e+00	+9.35294878e+01	+1.01057781e+02
P1	105	18.02.2017	2970.0000	+3.17634057e+02	+2.43449164e-04	+0.00000000e+00	+9.31819919e+01	+1.01592900e+02
P1	106	20.03.2017	3000.0000	+3.13465081e+02	+2.38882734e-04	+0.00000000e+00	+9.40548685e+01	+1.02139798e+02
P1	107	20.04.2017	3031.0000	+3.24097403e+02	+2.46704648e-04	+0.00000000e+00	+9.37239201e+01	+1.02422880e+02
P1	108	20.05.2017	3061.0000	+3.23160895e+02	+2.44851919e-04	+0.00000000e+00	+9.40438369e+01	+1.02849025e+02
P1	109	19.06.2017	3091.0000	+3.17602261e+02	+2.39172867e-04	+0.00000000e+00	+9.39107681e+01	+1.03387848e+02
P1	110	20.07.2017	3122.0000	+3.15188644e+02	+2.35944612e-04	+0.00000000e+00	+9.43596169e+01	+1.03953844e+02
P1	111	19.08.2017	3152.0000	+3.11579348e+02	+2.31685876e-04	+0.00000000e+00	+9.49587716e+01	+1.04563803e+02
P1	112	19.09.2017	3183.0000	+3.20515142e+02	+2.37681416e-04	+0.00000000e+00	+9.51780249e+01	+1.04964381e+02
P1	113	19.10.2017	3213.0000	+3.14687798e+02	+2.31742627e-04	+0.00000000e+00	+9.55386209e+01	+1.05557333e+02
P1	114	19.11.2017	3244.0000	+3.19565916e+02	+2.34325230e-04	+0.00000000e+00	+9.47464130e+01	+1.06036118e+02
P1	115	19.12.2017	3274.0000	+3.09089415e+02	+2.24806332e-04	+0.00000000e+00	+9.53945204e+01	+1.06710886e+02
P1	116	19.01.2018	3305.0000	+3.09083056e+02	+2.23523793e-04	+0.00000000e+00	+9.51918145e+01	+1.07294876e+02
P1	117	18.02.2018	3335.0000	+3.14878603e+02	+2.27026520e-04	+0.00000000e+00	+9.61922441e+01	+1.07698158e+02
P1	118	20.03.2018	3365.0000	+3.15187064e+02	+2.25934211e-04	+0.00000000e+00	+9.55020787e+01	+1.08214218e+02
P1	119	20.04.2018	3396.0000	+3.20011121e+02	+2.28546736e-04	+0.00000000e+00	+9.68417305e+01	+1.08632842e+02
P1	120	20.05.2018	3426.0000	+3.16489275e+02	+2.24565491e-04	+0.00000000e+00	+9.75760225e+01	+1.09184146e+02
P1	121	20.06.2018	3457.0000	+3.15498708e+02	+2.22476332e-04	+0.00000000e+00	+9.76725491e+01	+1.09752168e+02
P1	122	20.07.2018	3487.0000	+3.15718129e+02	+2.21416172e-04	+0.00000000e+00	+9.73864166e+01	+1.10307543e+02
P1	123	20.08.2018	3518.0000	+3.17691318e+02	+2.21761456e-04	+0.00000000e+00	+9.67038353e+01	+1.10862974e+02
P1	124	19.09.2018	3548.0000	+3.10832065e+02	+2.15306871e-04	+0.00000000e+00	+9.87653686e+01	+1.11595618e+02
P1	125	19.10.2018	3578.0000	+3.15484402e+02	+2.17855340e-04	+0.00000000e+00	+9.86495366e+01	+1.12098128e+02
P1	126	19.11.2018	3609.0000	+3.13452385e+02	+2.15043242e-04	+0.00000000e+00	+9.77704547e+01	+1.12765837e+02
P1	127	19.12.2018	3639.0000	+3.21319700e+02	+2.19939391e-04	+0.00000000e+00	+9.90273694e+01	+1.13189721e+02
Объект	Шаг	Дата	Дней	"Дебит нефти, ст.м3/сут"	"Дебит воды, ст.м3/сут"	"Приёмистость воды, ст.м3/сут"	"Забойное давление (И), Бара"	"WBP9, Бара"
P10	2	02.01.2009	1.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
P10	3	03.01.2009	2.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
P10	4	08.01.2009	7.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
P10	5	16.01.2009	15.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
P10	6	31.01.2009	30.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
P10	7	01.03.2009	59.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
P10	8	01.04.2009	90.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.30616402e+02	+0.00000000e+00
P10	9	30.04.2009	119.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.30427485e+02	+0.00000000e+00
P10	10	30.05.2009	149.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.30157211e+02	+0.00000000e+00
P10	11	30.06.2009	180.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.28613474e+02	+0.00000000e+00
P10	12	29.07.2009	209.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.28119809e+02	+0.00000000e+00
P10	13	29.08.2009	240.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.27519276e+02	+0.00000000e+00
P10	14	28.09.2009	270.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.25890044e+02	+0.00000000e+00
P10	15	27.10.2009	299.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.25291579e+02	+0.00000000e+00
P10	16	27.11.2009	330.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.23903663e+02	+0.00000000e+00
P10	17	26.12.2009	359.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.23170061e+02	+0.00000000e+00
P10	18	26.01.2010	390.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.22064831e+02	+0.00000000e+00
P10	19	25.02.2010	420.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.21410518e+02	+0.00000000e+00
P10	20	26.03.2010	449.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.20232204e+02	+0.00000000e+00
P10	21	26.04.2010	480.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.18664335e+02	+0.00000000e+00
P10	22	25.05.2010	509.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.16966846e+02	+0.00000000e+00
P10	23	24.06.2010	539.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.14891523e+02	+0.00000000e+00
P10	24	25.07.2010	570.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.13278149e+02	+0.00000000e+00
P10	25	30.07.2010	575.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.12063292e+02	+0.00000000e+00
P10	26	09.08.2010	585.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.11309005e+02	+0.00000000e+00
P10	27	23.08.2010	599.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.10727088e+02	+0.00000000e+00
P10	28	23.09.2010	630.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.10662277e+02	+0.00000000e+00
P10	29	23.10.2010	660.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.06570926e+02	+0.00000000e+00
P10	30	21.11.2010	689.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.06093120e+02	+0.00000000e+00
P10	31	22.12.2010	720.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.04033655e+02	+0.00000000e+00
P10	32	20.01.2011	749.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.04240498e+02	+0.00000000e+00
P10	33	20.02.2011	780.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.01963158e+02	+0.00000000e+00
P10	34	22.03.2011	810.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.00753817e+02	+0.00000000e+00
P10	35	20.04.2011	839.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.00284284e+02	+0.00000000e+00
P10	36	21.05.2011	870.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+9.93307389e+01	+0.00000000e+00
P10	37	20.06.2011	900.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.00349784e+02	+0.00000000e+00
P10	38	20.07.2011	930.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.00809665e+02	+0.00000000e+00
P10	39	20.08.2011	961.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.00710380e+02	+0.00000000e+00
P10	40	19.09.2011	991.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.01709431e+02	+0.00000000e+00
P10	41	20.10.2011	1022.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.01462599e+02	+0.00000000e+00
P10	42	19.11.2011	1052.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.01617731e+02	+0.00000000e+00
P10	43	20.12.2011	1083.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.01752868e+02	+0.00000000e+00
P10	44	19.01.2012	1113.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.02525771e+02	+0.00000000e+00
P10	45	18.02.2012	1143.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.01945921e+02	+0.00000000e+00
P10	46	20.03.2012	1174.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.02004527e+02	+0.00000000e+00
P10	47	19.04.2012	1204.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.01574294e+02	+0.00000000e+00
P10	48	20.05.2012	1235.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.00853791e+02	+0.00000000e+00
P10	49	19.06.2012	1265.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.00022973e+02	+0.00000000e+00
P10	50	20.07.2012	1296.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.00069857e+02	+0.00000000e+00
P10	51	19.08.2012	1326.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+9.97975141e+01	+0.00000000e+00
P10	52	18.09.2012	1356.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+9.75119012e+01	+0.00000000e+00
P10	53	19.10.2012	1387.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+9.75574066e+01	+0.00000000e+00
P10	54	18.11.2012	1417.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+9.76201489e+01	+0.00000000e+00
P10	55	19.12.2012	1448.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+9.72209423e+01	+0.00000000e+00
P10	56	18.01.2013	1478.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+9.77077124e+01	+0.00000000e+00
P10	57	18.02.2013	1509.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+9.79566132e+01	+0.00000000e+00
P10	58	20.03.2013	1539.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+9.66438509e+01	+0.00000000e+00
P10	59	20.04.2013	1570.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+9.69189518e+01	+0.00000000e+00
P10	60	20.05.2013	1600.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+9.67003880e+01	+0.00000000e+00
P10	61	19.06.2013	1630.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+9.75346539e+01	+0.00000000e+00
P10	62	20.07.2013	1661.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+9.43940907e+01	+0.00000000e+00
P10	63	19.08.2013	1691.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+9.54145152e+01	+0.00000000e+00
P10	64	19.09.2013	1722.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+9.50387508e+01	+0.00000000e+00
P10	65	19.10.2013	1752.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+9.60460752e+01	+0.00000000e+00
P10	66	19.11.2013	1783.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+9.55096629e+01	+0.00000000e+00
P10	67	19.12.2013	1813.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+9.53807309e+01	+0.00000000e+00
P10	68	19.01.2014	1844.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+9.49105083e+01	+0.00000000e+00
P10	69	18.02.2014	1874.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+9.47581341e+01	+0.00000000e+00
P10	70	20.03.2014	1904.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+9.53738361e+01	+0.00000000e+00
P10	71	20.04.2014	1935.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+9.46609179e+01	+0.00000000e+00
P10	72	20.05.2014	1965.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+9.40838265e+01	+0.00000000e+00
P10	73	20.06.2014	1996.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+9.39314523e+01	+0.00000000e+00
P10	74	20.07.2014	2026.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+9.46664337e+01	+0.00000000e+00
P10	75	20.08.2014	2057.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+9.34667455e+01	+0.00000000e+00
P10	76	19.09.2014	2087.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+9.33109239e+01	+0.00000000e+00
P10	77	19.10.2014	2117.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+9.28462171e+01	+0.00000000e+00
P10	78	19.11.2014	2148.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+9.30503020e+01	+0.00000000e+00
P10	79	19.12.2014	2178.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+9.30951180e+01	+0.00000000e+00
P10	80	19.01.2015	2209.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+9.16596289e+01	+0.00000000e+00
P10	81	18.02.2015	2239.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+9.32992028e+01	+0.00000000e+00
P10	82	21.03.2015	2270.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+9.18257926e+01	+0.00000000e+00
P10	83	20.04.2015	2300.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+9.09549844e+01	+0.00000000e+00
P10	84	21.05.2015	2331.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+9.14307229e+01	+0.00000000e+00
P10	85	20.06.2015	2361.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+9.08170892e+01	+0.00000000e+00
P10	86	20.07.2015	2391.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+9.09715319e+01	+0.00000000e+00
P10	87	20.08.2015	2422.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+9.06378255e+01	+0.00000000e+00
P10	88	19.09.2015	2452.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+9.02303452e+01	+0.00000000e+00
P10	89	20.10.2015	2483.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+8.99304231e+01	+0.00000000e+00
P10	90	19.11.2015	2513.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+9.01482975e+01	+0.00000000e+00
P10	91	20.12.2015	2544.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+9.06412729e+01	+0.00000000e+00
P10	92	19.01.2016	2574.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+8.99738601e+01	+0.00000000e+00
P10	93	18.02.2016	2604.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+8.93098947e+01	+0.00000000e+00
P10	94	20.03.2016	2635.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+8.87679666e+01	+0.00000000e+00
P10	95	19.04.2016	2665.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+8.85728449e+01	+0.00000000e+00
P10	96	20.05.2016	2696.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+8.83170493e+01	+0.00000000e+00
P10	97	19.06.2016	2726.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+8.85197552e+01	+0.00000000e+00
P10	98	20.07.2016	2757.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+8.88955196e+01	+0.00000000e+00
P10	99	19.08.2016	2787.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+8.87183243e+01	+0.00000000e+00
P10	100	18.09.2016	2817.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+8.74648569e+01	+0.00000000e+00
P10	101	19.10.2016	2848.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+8.82584438e+01	+0.00000000e+00
P10	102	18.11.2016	2878.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+8.74455516e+01	+0.00000000e+00
P10	103	19.12.2016	2909.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+8.77220315e+01	+0.00000000e+00
P10	104	18.01.2017	2939.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+8.82536175e+01	+0.00000000e+00
P10	105	18.02.2017	2970.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+8.67622809e+01	+0.00000000e+00
P10	106	20.03.2017	3000.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+8.72773195e+01	+0.00000000e+00
P10	107	20.04.2017	3031.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+8.78702688e+01	+0.00000000e+00
P10	108	20.05.2017	3061.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+8.68181284e+01	+0.00000000e+00
P10	109	19.06.2017	3091.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+8.72007876e+01	+0.00000000e+00
P10	110	20.07.2017	3122.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+8.66816122e+01	+0.00000000e+00
P10	111	19.08.2017	3152.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+8.71759665e+01	+0.00000000e+00
P10	112	19.09.2017	3183.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+8.76406733e+01	+0.00000000e+00
P10	113	19.10.2017	3213.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+8.75620730e+01	+0.00000000e+00
P10	114	19.11.2017	3244.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+8.87548665e+01	+0.00000000e+00
P10	115	19.12.2017	3274.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+8.69153446e+01	+0.00000000e+00
P10	116	19.01.2018	3305.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+8.73324775e+01	+0.00000000e+00
P10	117	18.02.2018	3335.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+8.81605382e+01	+0.00000000e+00
P10	118	20.03.2018	3365.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+8.93671212e+01	+0.00000000e+00
P10	119	20.04.2018	3396.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+8.85356132e+01	+0.00000000e+00
P10	120	20.05.2018	3426.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+8.88851775e+01	+0.00000000e+00
P10	121	20.06.2018	3457.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+8.82839544e+01	+0.00000000e+00
P10	122	20.07.2018	3487.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+9.00945184e+01	+0.00000000e+00
P10	123	20.08.2018	3518.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+8.94105582e+01	+0.00000000e+00
P10	124	19.09.2018	3548.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+9.02406873e+01	+0.00000000e+00
P10	125	19.10.2018	3578.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+8.92099207e+01	+0.00000000e+00
P10	126	19.11.2018	3609.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+9.02434452e+01	+0.00000000e+00
P10	127	19.12.2018	3639.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+9.06695414e+01	+0.00000000e+00
Объект	Шаг	Дата	Дней	"Дебит нефти, ст.м3/сут"	"Дебит воды, ст.м3/сут"	"Приёмистость воды, ст.м3/сут"	"Забойное давление (И), Бара"	"WBP9, Бара"
P11	2	02.01.2009	1.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
P11	3	03.01.2009	2.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
P11	4	08.01.2009	7.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
P11	5	16.01.2009	15.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
P11	6	31.01.2009	30.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
P11	7	01.03.2009	59.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
P11	8	01.04.2009	90.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00
