Объект	Шаг	Дата	Дней	Дебит нефти, ст.м3/сут	Дебит воды, ст.м3/сут	Забойное давление, Бара	WBP9, Бара
I1	2	02.01.2009	1	0	0	0	0
I1	3	03.01.2009	2	0	0	0	0
I1	4	08.01.2009	7	0	0	0	0
I1	5	16.01.2009	15	0	0	0	0
I1	6	31.01.2009	30	0	0	0	0
I1	7	01.03.2009	59	0	0	0	0
I1	8	01.04.2009	90	0	0	0	0
I1	9	30.04.2009	119	0	0	0	0
I1	10	30.05.2009	149	0	0	0	0
I1	11	30.06.2009	180	0	0	0	0
I1	12	29.07.2009	209	0	0	0	0
I1	13	29.08.2009	240	0	0	0	0
I1	14	28.09.2009	270	0	0	0	0
I1	15	27.10.2009	299	0	0	0	0
I1	16	27.11.2009	330	0	0	0	0
I1	17	26.12.2009	359	0	0	0	0
I1	18	26.01.2010	390	0	0	0	0
I1	19	25.02.2010	420	0	0	0	0
I1	20	26.03.2010	449	0	0	0	0
I1	21	26.04.2010	480	0	0	0	0
I1	22	25.05.2010	509	0	0	0	0
I1	23	24.06.2010	539	0	0	0	0
I1	24	25.07.2010	570	0	0	0	0
I1	25	30.07.2010	575	0	0	0	0
I1	26	09.08.2010	585	0	0	0	0
I1	27	23.08.2010	599	0	0	0	0
I1	28	23.09.2010	630	0	0	147.265179	0
I1	29	23.10.2010	660	0	0	147.05351	0
I1	30	21.11.2010	689	0	0	146.008264	0
I1	31	22.12.2010	720	0	0	145.165035	0
I1	32	20.01.2011	749	0	0	144.120479	0
I1	33	20.02.2011	780	0	0	143.369639	0
I1	34	22.03.2011	810	0	0	142.083077	0
I1	35	20.04.2011	839	0	0	141.559765	0
I1	36	21.05.2011	870	0	0	141.570107	0
I1	37	20.06.2011	900	0	0	140.939236	0
I1	38	20.07.2011	930	0	0	141.321896	0
I1	39	20.08.2011	961	0	0	140.749631	0
I1	40	19.09.2011	991	0	0	140.859257	0
I1	41	20.10.2011	1022	0	0	141.197101	0
I1	42	19.11.2011	1052	0	0	142.537442	0
I1	43	20.12.2011	1083	0	0	140.969573	0
I1	44	19.01.2012	1113	0	0	141.399807	0
I1	45	18.02.2012	1143	0	0	141.359817	0
I1	46	20.03.2012	1174	0	0	142.159609	0
I1	47	19.04.2012	1204	0	0	141.19779	0
I1	48	20.05.2012	1235	0	0	141.993445	0
I1	49	19.06.2012	1265	0	0	141.839692	0
I1	50	20.07.2012	1296	0	0	141.144011	0
I1	51	19.08.2012	1326	0	0	141.258464	0
I1	52	18.09.2012	1356	0	0	141.821766	0
I1	53	19.10.2012	1387	0	0	141.943114	0
I1	54	18.11.2012	1417	0	0	142.771864	0
I1	55	19.12.2012	1448	0	0	143.502019	0
I1	56	18.01.2013	1478	0	0	142.522963	0
I1	57	18.02.2013	1509	0	0	143.404803	0
I1	58	20.03.2013	1539	0	0	142.094798	0
I1	59	20.04.2013	1570	0	0	142.571226	0
I1	60	20.05.2013	1600	0	0	142.032056	0
I1	61	19.06.2013	1630	0	0	143.483403	0
I1	62	20.07.2013	1661	0	0	142.340252	0
I1	63	19.08.2013	1691	0	0	142.969054	0
I1	64	19.09.2013	1722	0	0	142.680853	0
I1	65	19.10.2013	1752	0	0	143.557866	0
I1	66	19.11.2013	1783	0	0	143.032486	0
I1	67	19.12.2013	1813	0	0	143.027659	0
I1	68	19.01.2014	1844	0	0	142.873217	0
I1	69	18.02.2014	1874	0	0	143.261392	0
I1	70	20.03.2014	1904	0	0	144.556917	0
I1	71	20.04.2014	1935	0	0	143.257944	0
I1	72	20.05.2014	1965	0	0	143.182102	0
I1	73	20.06.2014	1996	0	0	143.469614	0
I1	74	20.07.2014	2026	0	0	144.39558	0
I1	75	20.08.2014	2057	0	0	143.946041	0
I1	76	19.09.2014	2087	0	0	143.480645	0
I1	77	19.10.2014	2117	0	0	143.760572	0
I1	78	19.11.2014	2148	0	0	143.614403	0
I1	79	19.12.2014	2178	0	0	143.949489	0
I1	80	19.01.2015	2209	0	0	143.457892	0
I1	81	18.02.2015	2239	0	0	144.53968	0
I1	82	21.03.2015	2270	0	0	144.563812	0
I1	83	20.04.2015	2300	0	0	144.751349	0
I1	84	21.05.2015	2331	0	0	144.420401	0
I1	85	20.06.2015	2361	0	0	144.072215	0
I1	86	20.07.2015	2391	0	0	144.427985	0
I1	87	20.08.2015	2422	0	0	144.267337	0
I1	88	19.09.2015	2452	0	0	144.281816	0
I1	89	20.10.2015	2483	0	0	144.772034	0
I1	90	19.11.2015	2513	0	0	143.721962	0
I1	91	20.12.2015	2544	0	0	144.988529	0
I1	92	19.01.2016	2574	0	0	143.759883	0
I1	93	18.02.2016	2604	0	0	145.520115	0
I1	94	20.03.2016	2635	0	0	145.427036	0
I1	95	19.04.2016	2665	0	0	144.025331	0
I1	96	20.05.2016	2696	0	0	145.232604	0
I1	97	19.06.2016	2726	0	0	145.567	0
I1	98	20.07.2016	2757	0	0	145.383599	0
I1	99	19.08.2016	2787	0	0	144.933371	0
I1	100	18.09.2016	2817	0	0	145.40842	0
I1	101	19.10.2016	2848	0	0	145.744884	0
I1	102	18.11.2016	2878	0	0	146.278539	0
I1	103	19.12.2016	2909	0	0	145.593889	0
I1	104	18.01.2017	2939	0	0	145.097466	0
I1	105	18.02.2017	2970	0	0	145.139524	0
I1	106	20.03.2017	3000	0	0	146.042738	0
I1	107	20.04.2017	3031	0	0	145.908979	0
I1	108	20.05.2017	3061	0	0	144.587943	0
I1	109	19.06.2017	3091	0	0	145.956553	0
I1	110	20.07.2017	3122	0	0	145.621468	0
I1	111	19.08.2017	3152	0	0	146.377134	0
I1	112	19.09.2017	3183	0	0	146.341281	0
I1	113	19.10.2017	3213	0	0	146.569498	0
I1	114	19.11.2017	3244	0	0	147.359637	0
I1	115	19.12.2017	3274	0	0	146.778409	0
I1	116	19.01.2018	3305	0	0	146.335076	0
I1	117	18.02.2018	3335	0	0	146.659819	0
I1	118	20.03.2018	3365	0	0	147.288621	0
I1	119	20.04.2018	3396	0	0	146.838393	0
I1	120	20.05.2018	3426	0	0	147.454785	0
I1	121	20.06.2018	3457	0	0	147.428585	0
I1	122	20.07.2018	3487	0	0	148.680673	0
I1	123	20.08.2018	3518	0	0	148.768237	0
I1	124	19.09.2018	3548	0	0	148.358688	0
I1	125	19.10.2018	3578	0	0	149.258454	0
I1	126	19.11.2018	3609	0	0	150.150636	0
I1	127	19.12.2018	3639	0	0	150.430563	0
Объект	Шаг	Дата	Дней	Дебит нефти, ст.м3/сут	Дебит воды, ст.м3/сут	Забойное давление (И), Бара	WBP9, Бара
I10	2	02.01.2009	1	0	0	0	0
I10	3	03.01.2009	2	0	0	0	0
I10	4	08.01.2009	7	0	0	0	0
I10	5	16.01.2009	15	0	0	0	0
I10	6	31.01.2009	30	0	0	0	0
I10	7	01.03.2009	59	0	0	0	0
I10	8	01.04.2009	90	0	0	0	0
I10	9	30.04.2009	119	0	0	0	0
I10	10	30.05.2009	149	0	0	0	0
I10	11	30.06.2009	180	0	0	0	0
I10	12	29.07.2009	209	0	0	0	0
I10	13	29.08.2009	240	0	0	0	0
I10	14	28.09.2009	270	0	0	0	0
I10	15	27.10.2009	299	0	0	0	0
I10	16	27.11.2009	330	0	0	0	0
I10	17	26.12.2009	359	0	0	0	0
I10	18	26.01.2010	390	0	0	0	0
I10	19	25.02.2010	420	0	0	0	0
I10	20	26.03.2010	449	0	0	0	0
I10	21	26.04.2010	480	0	0	0	0
I10	22	25.05.2010	509	0	0	0	0
I10	23	24.06.2010	539	0	0	0	0
I10	24	25.07.2010	570	0	0	0	0
I10	25	30.07.2010	575	0	0	0	0
I10	26	09.08.2010	585	0	0	0	0
I10	27	23.08.2010	599	0	0	0	0
I10	28	23.09.2010	630	0	0	0	0
I10	29	23.10.2010	660	0	0	0	0
I10	30	21.11.2010	689	0	0	0	0
I10	31	22.12.2010	720	0	0	0	0
I10	32	20.01.2011	749	0	0	0	0
I10	33	20.02.2011	780	0	0	0	0
I10	34	22.03.2011	810	0	0	0	0
I10	35	20.04.2011	839	0	0	0	0
I10	36	21.05.2011	870	0	0	0	0
I10	37	20.06.2011	900	0	0	139.267257	0
I10	38	20.07.2011	930	0	0	139.374126	0
I10	39	20.08.2011	961	0	0	140.679994	0
I10	40	19.09.2011	991	0	0	140.424887	0
I10	41	20.10.2011	1022	0	0	140.664825	0
I10	42	19.11.2011	1052	0	0	140.814441	0
I10	43	20.12.2011	1083	0	0	141.601823	0
I10	44	19.01.2012	1113	0	0	142.081698	0
I10	45	18.02.2012	1143	0	0	141.203995	0
I10	46	20.03.2012	1174	0	0	141.496333	0
I10	47	19.04.2012	1204	0	0	141.960351	0
I10	48	20.05.2012	1235	0	0	142.446431	0
I10	49	19.06.2012	1265	0	0	141.463928	0
I10	50	20.07.2012	1296	0	0	142.501589	0
I10	51	19.08.2012	1326	0	0	142.620869	0
I10	52	18.09.2012	1356	0	0	142.689816	0
I10	53	19.10.2012	1387	0	0	141.64457	0
I10	54	18.11.2012	1417	0	0	142.719464	0
I10	55	19.12.2012	1448	0	0	142.080319	0
I10	56	18.01.2013	1478	0	0	142.969743	0
I10	57	18.02.2013	1509	0	0	143.393771	0
I10	58	20.03.2013	1539	0	0	143.193134	0
I10	59	20.04.2013	1570	0	0	142.621558	0
I10	60	20.05.2013	1600	0	0	143.359297	0
I10	61	19.06.2013	1630	0	0	142.953885	0
I10	62	20.07.2013	1661	0	0	143.288971	0
I10	63	19.08.2013	1691	0	0	143.305518	0
I10	64	19.09.2013	1722	0	0	141.846587	0
I10	65	19.10.2013	1752	0	0	143.564761	0
I10	66	19.11.2013	1783	0	0	143.046275	0
I10	67	19.12.2013	1813	0	0	142.707053	0
I10	68	19.01.2014	1844	0	0	143.918462	0
I10	69	18.02.2014	1874	0	0	143.680593	0
I10	70	20.03.2014	1904	0	0	143.27656	0
I10	71	20.04.2014	1935	0	0	144.794786	0
I10	72	20.05.2014	1965	0	0	144.612765	0
I10	73	20.06.2014	1996	0	0	144.860287	0
I10	74	20.07.2014	2026	0	0	144.141163	0
I10	75	20.08.2014	2057	0	0	144.370759	0
I10	76	19.09.2014	2087	0	0	143.950868	0
I10	77	19.10.2014	2117	0	0	143.59234	0
I10	78	19.11.2014	2148	0	0	143.546145	0
I10	79	19.12.2014	2178	0	0	144.812023	0
I10	80	19.01.2015	2209	0	0	145.28983	0
I10	81	18.02.2015	2239	0	0	144.452806	0
I10	82	21.03.2015	2270	0	0	144.423848	0
I10	83	20.04.2015	2300	0	0	144.869939	0
I10	84	21.05.2015	2331	0	0	144.163226	0
I10	85	20.06.2015	2361	0	0	144.556228	0
I10	86	20.07.2015	2391	0	0	145.214677	0
I10	87	20.08.2015	2422	0	0	144.507275	0
I10	88	19.09.2015	2452	0	0	144.445911	0
I10	89	20.10.2015	2483	0	0	145.50081	0
I10	90	19.11.2015	2513	0	0	144.904413	0
I10	91	20.12.2015	2544	0	0	144.297674	0
I10	92	19.01.2016	2574	0	0	145.537352	0
I10	93	18.02.2016	2604	0	0	144.857529	0
I10	94	20.03.2016	2635	0	0	145.151935	0
I10	95	19.04.2016	2665	0	0	145.096777	0
I10	96	20.05.2016	2696	0	0	145.313962	0
I10	97	19.06.2016	2726	0	0	146.212349	0
I10	98	20.07.2016	2757	0	0	144.749281	0
I10	99	19.08.2016	2787	0	0	144.983013	0
I10	100	18.09.2016	2817	0	0	145.864164	0
I10	101	19.10.2016	2848	0	0	146.186149	0
I10	102	18.11.2016	2878	0	0	145.199509	0
I10	103	19.12.2016	2909	0	0	146.823225	0
I10	104	18.01.2017	2939	0	0	145.629052	0
I10	105	18.02.2017	2970	0	0	145.343609	0
I10	106	20.03.2017	3000	0	0	145.600784	0
I10	107	20.04.2017	3031	0	0	146.400576	0
I10	108	20.05.2017	3061	0	0	145.866921	0
I10	109	19.06.2017	3091	0	0	146.385408	0
I10	110	20.07.2017	3122	0	0	146.094449	0
I10	111	19.08.2017	3152	0	0	147.121768	0
I10	112	19.09.2017	3183	0	0	145.904153	0
I10	113	19.10.2017	3213	0	0	147.991197	0
I10	114	19.11.2017	3244	0	0	147.462369	0
I10	115	19.12.2017	3274	0	0	147.241737	0
I10	116	19.01.2018	3305	0	0	147.985681	0
I10	117	18.02.2018	3335	0	0	148.331798	0
I10	118	20.03.2018	3365	0	0	148.775131	0
I10	119	20.04.2018	3396	0	0	148.703426	0
I10	120	20.05.2018	3426	0	0	148.885447	0
I10	121	20.06.2018	3457	0	0	149.583887	0
I10	122	20.07.2018	3487	0	0	149.735571	0
I10	123	20.08.2018	3518	0	0	149.668003	0
I10	124	19.09.2018	3548	0	0	149.965856	0
I10	125	19.10.2018	3578	0	0	149.932761	0
I10	126	19.11.2018	3609	0	0	151.339982	0
I10	127	19.12.2018	3639	0	0	149.294996	0
Объект	Шаг	Дата	Дней	Дебит нефти, ст.м3/сут	Дебит воды, ст.м3/сут	Забойное давление (И), Бара	WBP9, Бара
I2	2	02.01.2009	1	0	0	0	174.041214
I2	3	03.01.2009	2	0	0	0	174.041214
I2	4	08.01.2009	7	0	0	0	174.041214
I2	5	16.01.2009	15	0	0	0	174.041214
I2	6	31.01.2009	30	0	0	0	174.041214
I2	7	01.03.2009	59	0	0	0	174.041214
I2	8	01.04.2009	90	0	0	0	174.041214
I2	9	30.04.2009	119	0	0	0	174.041214
I2	10	30.05.2009	149	0	0	0	174.027107
I2	11	30.06.2009	180	0	0	0	173.966796
I2	12	29.07.2009	209	0	0	0	173.847833
I2	13	29.08.2009	240	0	0	0	173.625054
I2	14	28.09.2009	270	0	0	0	173.314724
I2	15	27.10.2009	299	0	0	0	172.889306
I2	16	27.11.2009	330	0	0	0	172.13537
I2	17	26.12.2009	359	0	0	0	171.175671
I2	18	26.01.2010	390	0	0	0	169.576002
I2	19	25.02.2010	420	0	0	0	168.120657
I2	20	26.03.2010	449	0	0	0	166.756499
I2	21	26.04.2010	480	0	0	0	165.289931
I2	22	25.05.2010	509	0	0	0	163.880811
I2	23	24.06.2010	539	0	0	0	162.392999
I2	24	25.07.2010	570	0	0	0	160.782333
I2	25	30.07.2010	575	0	0	0	160.523524
I2	26	09.08.2010	585	0	0	0	160.005602
I2	27	23.08.2010	599	0	0	0	159.268094
I2	28	23.09.2010	630	0	0	0	157.553863
I2	29	23.10.2010	660	0	0	148.815121	155.872616
I2	30	21.11.2010	689	0	0	149.159169	155.989038
I2	31	22.12.2010	720	0	0	148.912337	155.935487
I2	32	20.01.2011	749	0	0	147.902255	155.911515
I2	33	20.02.2011	780	0	0	147.356879	155.907812
I2	34	22.03.2011	810	0	0	147.016967	155.954882
I2	35	20.04.2011	839	0	0	146.204075	156.08441
I2	36	21.05.2011	870	0	0	145.683521	156.320122
I2	37	20.06.2011	900	0	0	145.536663	156.653857
I2	38	20.07.2011	930	0	0	145.231914	157.057587
I2	39	20.08.2011	961	0	0	144.578291	157.555786
I2	40	19.09.2011	991	0	0	145.35533	158.052795
I2	41	20.10.2011	1022	0	0	145.020245	158.595716
I2	42	19.11.2011	1052	0	0	144.267337	159.148883
I2	43	20.12.2011	1083	0	0	145.664216	159.719186
I2	44	19.01.2012	1113	0	0	145.009903	160.271785
I2	45	18.02.2012	1143	0	0	144.940266	160.83705
I2	46	20.03.2012	1174	0	0	144.967845	161.431884
I2	47	19.04.2012	1204	0	0	145.036792	161.988722
I2	48	20.05.2012	1235	0	0	145.083677	162.559737
I2	49	19.06.2012	1265	0	0	145.837274	163.078542
I2	50	20.07.2012	1296	0	0	145.953796	163.655322
I2	51	19.08.2012	1326	0	0	145.804869	164.17694
I2	52	18.09.2012	1356	0	0	145.733163	164.72589
I2	53	19.10.2012	1387	0	0	146.001369	165.258465
I2	54	18.11.2012	1417	0	0	146.093759	165.780377
I2	55	19.12.2012	1448	0	0	146.037222	166.311626
I2	56	18.01.2013	1478	0	0	145.719374	166.825219
I2	57	18.02.2013	1509	0	0	145.833827	167.338224
I2	58	20.03.2013	1539	0	0	146.700498	167.836816
I2	59	20.04.2013	1570	0	0	146.866662	168.365425
I2	60	20.05.2013	1600	0	0	146.051701	168.887257
I2	61	19.06.2013	1630	0	0	146.268886	169.382452
I2	62	20.07.2013	1661	0	0	147.551311	169.901082
I2	63	19.08.2013	1691	0	0	146.202007	170.400333
I2	64	19.09.2013	1722	0	0	146.572256	170.924122
I2	65	19.10.2013	1752	0	0	146.681193	171.443875
I2	66	19.11.2013	1783	0	0	146.609487	171.947646
I2	67	19.12.2013	1813	0	0	146.891483	172.449556
I2	68	19.01.2014	1844	0	0	147.51408	172.952882
I2	69	18.02.2014	1874	0	0	146.622587	173.436748
I2	70	20.03.2014	1904	0	0	147.521664	173.916784
I2	71	20.04.2014	1935	0	0	146.982494	174.399172
I2	72	20.05.2014	1965	0	0	147.109357	174.878696
I2	73	20.06.2014	1996	0	0	146.979736	175.346241
I2	74	20.07.2014	2026	0	0	147.721612	175.823026
I2	75	20.08.2014	2057	0	0	146.746003	176.289975
I2	76	19.09.2014	2087	0	0	147.440306	176.738996
I2	77	19.10.2014	2117	0	0	148.480036	177.190152
I2	78	19.11.2014	2148	0	0	147.807796	177.643489
I2	79	19.12.2014	2178	0	0	147.266558	178.104454
I2	80	19.01.2015	2209	0	0	147.574754	178.550395
I2	81	18.02.2015	2239	0	0	148.450388	178.988115
I2	82	21.03.2015	2270	0	0	147.817449	179.443716
I2	83	20.04.2015	2300	0	0	147.718165	179.855062
I2	84	21.05.2015	2331	0	0	148.367651	180.314984
I2	85	20.06.2015	2361	0	0	148.433151	180.728478
I2	86	20.07.2015	2391	0	0	147.773323	181.131353
I2	87	20.08.2015	2422	0	0	147.574754	181.554803
I2	88	19.09.2015	2452	0	0	147.207263	181.954509
I2	89	20.10.2015	2483	0	0	147.833307	182.40403
I2	90	19.11.2015	2513	0	0	149.499771	182.81138
I2	91	20.12.2015	2544	0	0	148.441425	183.228788
I2	92	19.01.2016	2574	0	0	147.698859	183.620916
I2	93	18.02.2016	2604	0	0	148.202177	184.011415
I2	94	20.03.2016	2635	0	0	148.819258	184.431491
I2	95	19.04.2016	2665	0	0	148.785473	184.823485
I2	96	20.05.2016	2696	0	0	149.641803	185.21436
I2	97	19.06.2016	2726	0	0	148.521404	185.611614
I2	98	20.07.2016	2757	0	0	149.17158	186.032583
I2	99	19.08.2016	2787	0	0	149.532176	186.414807
I2	100	18.09.2016	2817	0	0	148.629652	186.800818
I2	101	19.10.2016	2848	0	0	148.89579	187.215435
I2	102	18.11.2016	2878	0	0	149.198469	187.595389
I2	103	19.12.2016	2909	0	0	149.217085	187.993819
I2	104	18.01.2017	2939	0	0	149.346707	188.389754
I2	105	18.02.2017	2970	0	0	149.332228	188.762445
I2	106	20.03.2017	3000	0	0	150.143741	189.159316
I2	107	20.04.2017	3031	0	0	149.07919	189.533238
I2	108	20.05.2017	3061	0	0	149.709371	189.923101
I2	109	19.06.2017	3091	0	0	150.275431	190.30537
I2	110	20.07.2017	3122	0	0	149.424618	190.701859
I2	111	19.08.2017	3152	0	0	151.101423	191.134164
I2	112	19.09.2017	3183	0	0	149.201917	191.626705
I2	113	19.10.2017	3213	0	0	150.129952	192.09081
I2	114	19.11.2017	3244	0	0	150.801501	192.581627
I2	115	19.12.2017	3274	0	0	150.818738	193.086477
I2	116	19.01.2018	3305	0	0	150.660848	193.604832
I2	117	18.02.2018	3335	0	0	150.982833	194.09754
I2	118	20.03.2018	3365	0	0	151.266897	194.593987
I2	119	20.04.2018	3396	0	0	151.180713	195.133126
I2	120	20.05.2018	3426	0	0	151.246903	195.69869
I2	121	20.06.2018	3457	0	0	152.114953	196.311936
I2	122	20.07.2018	3487	0	0	152.352822	196.93087
I2	123	20.08.2018	3518	0	0	151.93431	197.578324
I2	124	19.09.2018	3548	0	0	152.714797	198.202105
I2	125	19.10.2018	3578	0	0	152.978177	198.8537
I2	126	19.11.2018	3609	0	0	153.471152	199.522567
I2	127	19.12.2018	3639	0	0	153.752458	200.161778
Объект	Шаг	Дата	Дней	Дебит нефти, ст.м3/сут	Дебит воды, ст.м3/сут	Забойное давление (И), Бара	WBP9, Бара
I3	2	02.01.2009	1	0	0	0	174.047716
I3	3	03.01.2009	2	0	0	0	174.047716
I3	4	08.01.2009	7	0	0	0	174.047716
I3	5	16.01.2009	15	0	0	0	174.047716
I3	6	31.01.2009	30	0	0	0	174.047716
I3	7	01.03.2009	59	0	0	0	174.047716
I3	8	01.04.2009	90	0	0	0	174.047716
I3	9	30.04.2009	119	0	0	0	174.047716
I3	10	30.05.2009	149	0	0	0	174.027206
I3	11	30.06.2009	180	0	0	0	173.948767
I3	12	29.07.2009	209	0	0	0	173.804063
I3	13	29.08.2009	240	0	0	0	173.54079
I3	14	28.09.2009	270	0	0	0	173.187057
I3	15	27.10.2009	299	0	0	0	172.707732
I3	16	27.11.2009	330	0	0	0	171.798043
I3	17	26.12.2009	359	0	0	0	170.74066
I3	18	26.01.2010	390	0	0	0	169.118056
I3	19	25.02.2010	420	0	0	0	167.642158
I3	20	26.03.2010	449	0	0	0	166.264008
I3	21	26.04.2010	480	0	0	0	164.772667
I3	22	25.05.2010	509	0	0	0	163.336834
I3	23	24.06.2010	539	0	0	0	161.818931
I3	24	25.07.2010	570	0	0	0	160.181858
I3	25	30.07.2010	575	0	0	0	159.919091
I3	26	09.08.2010	585	0	0	0	159.390774
I3	27	23.08.2010	599	0	0	0	158.638833
I3	28	23.09.2010	630	0	0	0	156.888196
I3	29	23.10.2010	660	0	0	0	156.179808
I3	30	21.11.2010	689	0	0	147.074883	155.165403
I3	31	22.12.2010	720	0	0	148.002229	155.236494
I3	32	20.01.2011	749	0	0	147.147278	155.278934
I3	33	20.02.2011	780	0	0	146.615692	155.307579
I3	34	22.03.2011	810	0	0	146.228207	155.375857
I3	35	20.04.2011	839	0	0	145.606989	155.528863
I3	36	21.05.2011	870	0	0	144.663786	155.800024
I3	37	20.06.2011	900	0	0	145.420141	156.166769
I3	38	20.07.2011	930	0	0	144.376964	156.596059
I3	39	20.08.2011	961	0	0	145.031966	157.112032
I3	40	19.09.2011	991	0	0	144.44729	157.620631
I3	41	20.10.2011	1022	0	0	144.063252	158.169889
I3	42	19.11.2011	1052	0	0	145.051961	158.727162
I3	43	20.12.2011	1083	0	0	145.631121	159.30172
I3	44	19.01.2012	1113	0	0	143.981894	159.851721
I3	45	18.02.2012	1143	0	0	144.85615	160.413758
I3	46	20.03.2012	1174	0	0	145.058856	161.004782
I3	47	19.04.2012	1204	0	0	145.533905	161.559058
I3	48	20.05.2012	1235	0	0	145.636637	162.127054
I3	49	19.06.2012	1265	0	0	145.260872	162.640523
I3	50	20.07.2012	1296	0	0	145.353951	163.214173
I3	51	19.08.2012	1326	0	0	145.773153	163.736594
I3	52	18.09.2012	1356	0	0	144.998871	164.279872
I3	53	19.10.2012	1387	0	0	145.123666	164.812697
I3	54	18.11.2012	1417	0	0	145.154003	165.334795
I3	55	19.12.2012	1448	0	0	146.071696	165.869319
I3	56	18.01.2013	1478	0	0	145.861406	166.37982
I3	57	18.02.2013	1509	0	0	146.50055	166.885559
I3	58	20.03.2013	1539	0	0	144.919581	167.388576
I3	59	20.04.2013	1570	0	0	145.940695	167.922659
I3	60	20.05.2013	1600	0	0	145.251219	168.441606
I3	61	19.06.2013	1630	0	0	145.242946	168.939948
I3	62	20.07.2013	1661	0	0	146.76324	169.457134
I3	63	19.08.2013	1691	0	0	146.086864	169.953723
I3	64	19.09.2013	1722	0	0	146.424708	170.477459
I3	65	19.10.2013	1752	0	0	146.135817	170.997356
I3	66	19.11.2013	1783	0	0	147.051441	171.497715
I3	67	19.12.2013	1813	0	0	146.851493	171.99881
I3	68	19.01.2014	1844	0	0	146.661887	172.497749
I3	69	18.02.2014	1874	0	0	146.030327	172.978901
I3	70	20.03.2014	1904	0	0	147.374116	173.456395
I3	71	20.04.2014	1935	0	0	147.54028	173.934374
I3	72	20.05.2014	1965	0	0	146.798404	174.410632
I3	73	20.06.2014	1996	0	0	147.063852	174.878076
I3	74	20.07.2014	2026	0	0	147.432722	175.347415
I3	75	20.08.2014	2057	0	0	146.625345	175.81483
I3	76	19.09.2014	2087	0	0	146.878383	176.259958
I3	77	19.10.2014	2117	0	0	147.258974	176.710347
I3	78	19.11.2014	2148	0	0	147.081778	177.165614
I3	79	19.12.2014	2178	0	0	148.108408	177.627431
I3	80	19.01.2015	2209	0	0	147.609227	178.064952
I3	81	18.02.2015	2239	0	0	148.393162	178.500577
I3	82	21.03.2015	2270	0	0	146.696361	178.954628
I3	83	20.04.2015	2300	0	0	147.352053	179.366647
I3	84	21.05.2015	2331	0	0	147.10522	179.82551
I3	85	20.06.2015	2361	0	0	147.632669	180.237182
I3	86	20.07.2015	2391	0	0	147.61888	180.640913
I3	87	20.08.2015	2422	0	0	147.596817	181.060134
I3	88	19.09.2015	2452	0	0	148.265609	181.461921
I3	89	20.10.2015	2483	0	0	148.127024	181.912175
I3	90	19.11.2015	2513	0	0	147.885018	182.317202
I3	91	20.12.2015	2544	0	0	148.356619	182.729172
I3	92	19.01.2016	2574	0	0	148.753758	183.126597
I3	93	18.02.2016	2604	0	0	148.333177	183.517034
I3	94	20.03.2016	2635	0	0	148.846147	183.934907
I3	95	19.04.2016	2665	0	0	147.853991	184.324927
I3	96	20.05.2016	2696	0	0	148.102203	184.716072
I3	97	19.06.2016	2726	0	0	148.458662	185.110103
I3	98	20.07.2016	2757	0	0	148.886826	185.530145
I3	99	19.08.2016	2787	0	0	149.319128	185.907934
I3	100	18.09.2016	2817	0	0	149.126075	186.292402
I3	101	19.10.2016	2848	0	0	149.152275	186.709355
I3	102	18.11.2016	2878	0	0	148.97439	187.095712
I3	103	19.12.2016	2909	0	0	149.04058	187.499731
I3	104	18.01.2017	2939	0	0	148.9737	187.889814
I3	105	18.02.2017	2970	0	0	149.875535	188.261253
I3	106	20.03.2017	3000	0	0	149.501839	188.659437
I3	107	20.04.2017	3031	0	0	148.251129	189.030926
I3	108	20.05.2017	3061	0	0	148.827531	189.423521
I3	109	19.06.2017	3091	0	0	149.847956	189.804519
I3	110	20.07.2017	3122	0	0	148.723421	190.214451
I3	111	19.08.2017	3152	0	0	149.134348	190.657797
I3	112	19.09.2017	3183	0	0	150.260952	191.161797
I3	113	19.10.2017	3213	0	0	150.562942	191.637186
I3	114	19.11.2017	3244	0	0	150.460211	192.125768
I3	115	19.12.2017	3274	0	0	150.27612	192.632264
I3	116	19.01.2018	3305	0	0	150.393331	193.157527
I3	117	18.02.2018	3335	0	0	150.648438	193.652513
I3	118	20.03.2018	3365	0	0	151.803999	194.153743
I3	119	20.04.2018	3396	0	0	150.326452	194.709443
I3	120	20.05.2018	3426	0	0	151.392382	195.284214
I3	121	20.06.2018	3457	0	0	152.172869	195.904864
I3	122	20.07.2018	3487	0	0	153.387726	196.536745
I3	123	20.08.2018	3518	0	0	152.305248	197.192921
I3	124	19.09.2018	3548	0	0	152.283875	197.816107
I3	125	19.10.2018	3578	0	0	152.253538	198.471735
I3	126	19.11.2018	3609	0	0	152.334896	199.138095
I3	127	19.12.2018	3639	0	0	153.775901	199.782256
Объект	Шаг	Дата	Дней	Дебит нефти, ст.м3/сут	Дебит воды, ст.м3/сут	Забойное давление (И), Бара	WBP9, Бара
I4	2	02.01.2009	1	0	0	0	171.794125
I4	3	03.01.2009	2	0	0	0	171.794125
I4	4	08.01.2009	7	0	0	0	171.794125
I4	5	16.01.2009	15	0	0	0	171.794125
I4	6	31.01.2009	30	0	0	0	171.794125
I4	7	01.03.2009	59	0	0	0	171.794125
I4	8	01.04.2009	90	0	0	0	171.794125
I4	9	30.04.2009	119	0	0	0	171.794125
I4	10	30.05.2009	149	0	0	0	171.755658
I4	11	30.06.2009	180	0	0	0	171.626152
I4	12	29.07.2009	209	0	0	0	171.408467
